n,deslocamento,x,y
4303,11436,114,36
4304,11440,114,40
4305,11444,114,44
4306,11448,114,48
4307,11452,114,52
4308,11456,114,56
4309,11460,114,60
4310,11464,114,64
4311,11468,114,68
4312,11472,114,72
4313,11476,114,76
4314,11480,114,80
4315,11484,114,84
4316,11488,114,88
4317,11492,114,92
4318,11496,114,96
4319,11500,115,0
4320,11504,115,4
4321,11508,115,8
4322,11512,115,12
4323,11516,115,16
4324,11520,115,20
4325,11524,115,24
4326,11528,115,28
4327,11532,115,32
4328,11536,115,36
4329,11540,115,40
4330,11544,115,44
4331,11548,115,48
4332,11552,115,52
4333,11556,115,56
4334,11560,115,60
4335,11564,115,64
4336,11568,115,68
4337,11572,115,72
4338,11576,115,76
4339,11580,115,80
4340,11584,115,84
4341,11588,115,88
4342,11592,115,92
4343,11596,115,96
4344,11600,116,0
4345,11604,116,4
4346,11608,116,8
4347,11612,116,12
4348,11616,116,16
4349,11620,116,20
4350,11624,116,24
4351,11628,116,28
4352,11632,116,32
4353,11636,116,36
4354,11640,116,40
4355,11644,116,44
4356,11648,116,48
4357,11652,116,52
4358,11656,116,56
4359,11660,116,60
4360,11664,116,64
4361,11668,116,68
4362,11672,116,72
4363,11676,116,76
4364,11680,116,80
4365,11684,116,84
4366,11688,116,88
4367,11692,116,92
4368,11696,116,96
4369,11700,117,0
4370,11704,117,4
4371,11708,117,8
4372,11712,117,12
4373,11716,117,16
4374,11720,117,20
4375,11724,117,24
4376,11728,117,28
4377,11732,117,32
4378,11736,117,36
4379,11740,117,40
4380,11744,117,44
4381,11748,117,48
4382,11752,117,52
4383,11756,117,56
4384,11760,117,60
4385,11764,117,64
4386,11768,117,68
4387,11772,117,72
4388,11776,117,76
4389,11780,117,80
4390,11784,117,84
4391,11788,117,88
4392,11792,117,92
4393,11796,117,96
4394,11800,118,0
4395,11804,118,4
4396,11808,118,8
4397,11812,118,12
4398,11816,118,16
4399,11820,118,20
4400,11824,118,24
4401,11828,118,28
4402,11832,118,32
4403,11836,118,36
4404,11840,118,40
4405,11844,118,44
4406,11848,118,48
4407,11852,118,52
4408,11856,118,56
4409,11860,118,60
4410,11864,118,64
4411,11868,118,68
4412,11872,118,72
4413,11876,118,76
4414,11880,118,80
4415,11884,118,84
4416,11888,118,88
4417,11892,118,92
4418,11896,118,96
4419,11900,119,0
4420,11904,119,4
4421,11908,119,8
4422,11912,119,12
4423,11916,119,16
4424,11920,119,20
4425,11924,119,24
4426,11928,119,28
4427,11932,119,32
4428,11936,119,36
4429,11940,119,40
4430,11944,119,44
4431,11948,119,48
4432,11952,119,52
4433,11956,119,56
4434,11960,119,60
4435,11964,119,64
4436,11968,119,68
4437,11972,119,72
4438,11976,119,76
4439,11980,119,80
4440,11984,119,84
4441,11988,119,88
4442,11992,119,92
4443,11996,119,96
4444,12000,120,0
4445,12004,120,4
4446,12008,120,8
4447,12012,120,12
4448,12016,120,16
4449,12020,120,20
4450,12024,120,24
4451,12028,120,28
4452,12032,120,32
4453,12036,120,36
4454,12040,120,40
4455,12044,120,44
4456,12048,120,48
4457,12052,120,52
4458,12056,120,56
4459,12060,120,60
4460,12064,120,64
4461,12068,120,68
4462,12072,120,72
4463,12076,120,76
4464,12080,120,80
4465,12084,120,84
4466,12088,120,88
4467,12092,120,92
4468,12096,120,96
4469,12100,121,0
4470,12104,121,4
4471,12108,121,8
4472,12112,121,12
4473,12116,121,16
4474,12120,121,20
4475,12124,121,24
4476,12128,121,28
4477,12132,121,32
4478,12136,121,36
4479,12140,121,40
4480,12144,121,44
4481,12148,121,48
4482,12152,121,52
4483,12156,121,56
4484,12160,121,60
4485,12164,121,64
4486,12168,121,68
4487,12172,121,72
4488,12176,121,76
4489,12180,121,80
4490,12184,121,84
4491,12188,121,88
4492,12192,121,92
4493,12196,121,96
4494,12200,122,0
4495,12204,122,4
4496,12208,122,8
4497,12212,122,12
4498,12216,122,16
4499,12220,122,20
4500,12224,122,24
4501,12228,122,28
4502,12232,122,32
4503,12236,122,36
4504,12240,122,40
4505,12244,122,44
4506,12248,122,48
4507,12252,122,52
4508,12256,122,56
4509,12260,122,60
4510,12264,122,64
4511,12268,122,68
4512,12272,122,72
4513,12276,122,76
4514,12280,122,80
4515,12284,122,84
4516,12288,122,88
4517,12292,122,92
4518,12296,122,96
4519,12300,123,0
4520,12304,123,4
4521,12308,123,8
4522,12312,123,12
4523,12316,123,16
4524,12320,123,20
4525,12324,123,24
4526,12328,123,28
4527,12332,123,32
4528,12336,123,36
4529,12340,123,40
4530,12344,123,44
4531,12348,123,48
4532,12352,123,52
4533,12356,123,56
4534,12360,123,60
4535,12364,123,64
4536,12368,123,68
4537,12372,123,72
4538,12376,123,76
4539,12380,123,80
4540,12384,123,84
4541,12388,123,88
4542,12392,123,92
4543,12396,123,96
4544,12400,124,0
4545,12404,124,4
4546,12408,124,8
4547,12412,124,12
4548,12416,124,16
4549,12420,124,20
4550,12424,124,24
4551,12428,124,28
4552,12432,124,32
4553,12436,124,36
4554,12440,124,40
4555,12444,124,44
4556,12448,124,48
4557,12452,124,52
4558,12456,124,56
4559,12460,124,60
4560,12464,124,64
4561,12468,124,68
4562,12472,124,72
4563,12476,124,76
4564,12480,124,80
4565,12484,124,84
4566,12488,124,88
4567,12492,124,92
4568,12496,124,96
4569,12500,125,0
4570,12504,125,4
4571,12508,125,8
4572,12512,125,12
4573,12516,125,16
4574,12520,125,20
4575,12524,125,24
4576,12528,125,28
4577,12532,125,32
4578,12536,125,36
4579,12540,125,40
4580,12544,125,44
4581,12548,125,48
4582,12552,125,52
4583,12556,125,56
4584,12560,125,60
4585,12564,125,64
4586,12568,125,68
4587,12572,125,72
4588,12576,125,76
4589,12580,125,80
4590,12584,125,84
4591,12588,125,88
4592,12592,125,92
4593,12596,125,96
4594,12600,126,0
4595,12604,126,4
4596,12608,126,8
4597,12612,126,12
4598,12616,126,16
4599,12620,126,20
4600,12624,126,24
4601,12628,126,28
4602,12632,126,32
4603,12636,126,36
4604,12640,126,40
4605,12644,126,44
4606,12648,126,48
4607,12652,126,52
4608,12656,126,56
4609,12660,126,60
4610,12664,126,64
4611,12668,126,68
4612,12672,126,72
4613,12676,126,76
4614,12680,126,80
4615,12684,126,84
4616,12688,126,88
4617,12692,126,92
4618,12696,126,96
4619,12700,127,0
4620,12704,127,4
4621,12708,127,8
4622,12712,127,12
4623,12716,127,16
4624,12720,127,20
4625,12724,127,24
4626,12728,127,28
4627,12732,127,32
4628,12736,127,36
4629,12740,127,40
4630,12744,127,44
4631,12748,127,48
4632,12752,127,52
4633,12756,127,56
4634,12760,127,60
4635,12764,127,64
4636,12768,127,68
4637,12772,127,72
4638,12776,127,76
4639,12780,127,80
4640,12784,127,84
4641,12788,127,88
4642,12792,127,92
4643,12796,127,96
4644,12800,128,0
4645,12804,128,4
4646,12808,128,8
4647,12812,128,12
4648,12816,128,16
4649,12820,128,20
4650,12824,128,24
4651,12828,128,28
4652,12832,128,32
4653,12836,128,36
4654,12840,128,40
4655,12844,128,44
4656,12848,128,48
4657,12852,128,52
4658,12856,128,56
4659,12860,128,60
4660,12864,128,64
4661,12868,128,68
4662,12872,128,72
4663,12876,128,76
4664,12880,128,80
4665,12884,128,84
4666,12888,128,88
4667,12892,128,92
4668,12896,128,96
4669,12900,129,0
4670,12904,129,4
4671,12908,129,8
4672,12912,129,12
4673,12916,129,16
4674,12920,129,20
4675,12924,129,24
4676,12928,129,28
4677,12932,129,32
4678,12936,129,36
4679,12940,129,40
4680,12944,129,44
4681,12948,129,48
4682,12952,129,52
4683,12956,129,56
4684,12960,129,60
4685,12964,129,64
4686,12968,129,68
4687,12972,129,72
4688,12976,129,76
4689,12980,129,80
4690,12984,129,84
4691,12988,129,88
4692,12992,129,92
4693,12996,129,96
4694,13000,130,0
4695,13004,130,4
4696,13008,130,8
4697,13012,130,12
4698,13016,130,16
4699,13020,130,20
4700,13024,130,24
4701,13028,130,28
4702,13032,130,32
4703,13036,130,36
4704,13040,130,40
4705,13044,130,44
4706,13048,130,48
4707,13052,130,52
4708,13056,130,56
4709,13060,130,60
4710,13064,130,64
4711,13068,130,68
4712,13072,130,72
4713,13076,130,76
4714,13080,130,80
4715,13084,130,84
4716,13088,130,88
4717,13092,130,92
4718,13096,130,96
4719,13100,131,0
4720,13104,131,4
4721,13108,131,8
4722,13112,131,12
4723,13116,131,16
4724,13120,131,20
4725,13124,131,24
4726,13128,131,28
4727,13132,131,32
4728,13136,131,36
4729,13140,131,40
4730,13144,131,44
4731,13148,131,48
4732,13152,131,52
4733,13156,131,56
4734,13160,131,60
4735,13164,131,64
4736,13168,131,68
4737,13172,131,72
4738,13176,131,76
4739,13180,131,80
4740,13184,131,84
4741,13188,131,88
4742,13192,131,92
4743,13196,131,96
4744,13200,132,0
4745,13204,132,4
4746,13208,132,8
4747,13212,132,12
4748,13216,132,16
4749,13220,132,20
4750,13224,132,24
4751,13228,132,28
4752,13232,132,32
4753,13236,132,36
4754,13240,132,40
4755,13244,132,44
4756,13248,132,48
4757,13252,132,52
4758,13256,132,56
4759,13260,132,60
4760,13264,132,64
4761,13268,132,68
4762,13272,132,72
4763,13276,132,76
4764,13280,132,80
4765,13284,132,84
4766,13288,132,88
4767,13292,132,92
4768,13296,132,96
4769,13300,133,0
4770,13304,133,4
4771,13308,133,8
4772,13312,133,12
4773,13316,133,16
4774,13320,133,20
4775,13324,133,24
4776,13328,133,28
4777,13332,133,32
4778,13336,133,36
4779,13340,133,40
4780,13344,133,44
4781,13348,133,48
4782,13352,133,52
4783,13356,133,56
4784,13360,133,60
4785,13364,133,64
4786,13368,133,68
4787,13372,133,72
4788,13376,133,76
4789,13380,133,80
4790,13384,133,84
4791,13388,133,88
4792,13392,133,92
4793,13396,133,96
4794,13400,134,0
4795,13404,134,4
4796,13408,134,8
4797,13412,134,12
4798,13416,134,16
4799,13420,134,20
4800,13424,134,24
4801,13428,134,28
4802,13432,134,32
4803,13436,134,36
4804,13440,134,40
4805,13444,134,44
4806,13448,134,48
4807,13452,134,52
4808,13456,134,56
4809,13460,134,60
4810,13464,134,64
4811,13468,134,68
4812,13472,134,72
4813,13476,134,76
4814,13480,134,80
4815,13484,134,84
4816,13488,134,88
4817,13492,134,92
4818,13496,134,96
4819,13500,135,0
4820,13504,135,4
4821,13508,135,8
4822,13512,135,12
4823,13516,135,16
4824,13520,135,20
4825,13524,135,24
4826,13528,135,28
4827,13532,135,32
4828,13536,135,36
4829,13540,135,40
4830,13544,135,44
4831,13548,135,48
4832,13552,135,52
4833,13556,135,56
4834,13560,135,60
4835,13564,135,64
4836,13568,135,68
4837,13572,135,72
4838,13576,135,76
4839,13580,135,80
4840,13584,135,84
4841,13588,135,88
4842,13592,135,92
4843,13596,135,96
4844,13600,136,0
4845,13604,136,4
4846,13608,136,8
4847,13612,136,12
4848,13616,136,16
4849,13620,136,20
4850,13624,136,24
4851,13628,136,28
4852,13632,136,32
4853,13636,136,36
4854,13640,136,40
4855,13644,136,44
4856,13648,136,48
4857,13652,136,52
4858,13656,136,56
4859,13660,136,60
4860,13664,136,64
4861,13668,136,68
4862,13672,136,72
4863,13676,136,76
4864,13680,136,80
4865,13684,136,84
4866,13688,136,88
4867,13692,136,92
4868,13696,136,96
4869,13700,137,0
4870,13704,137,4
4871,13708,137,8
4872,13712,137,12
4873,13716,137,16
4874,13720,137,20
4875,13724,137,24
4876,13728,137,28
4877,13732,137,32
4878,13736,137,36
4879,13740,137,40
4880,13744,137,44
4881,13748,137,48
4882,13752,137,52
4883,13756,137,56
4884,13760,137,60
4885,13764,137,64
4886,13768,137,68
4887,13772,137,72
4888,13776,137,76
4889,13780,137,80
4890,13784,137,84
4891,13788,137,88
4892,13792,137,92
4893,13796,137,96
4894,13800,138,0
4895,13804,138,4
4896,13808,138,8
4897,13812,138,12
4898,13816,138,16
4899,13820,138,20
4900,13824,138,24
4901,13828,138,28
4902,13832,138,32
4903,13836,138,36
4904,13840,138,40
4905,13844,138,44
4906,13848,138,48
4907,13852,138,52
4908,13856,138,56
4909,13860,138,60
4910,13864,138,64
4911,13868,138,68
4912,13872,138,72
4913,13876,138,76
4914,13880,138,80
4915,13884,138,84
4916,13888,138,88
4917,13892,138,92
4918,13896,138,96
4919,13900,139,0
4920,13904,139,4
4921,13908,139,8
4922,13912,139,12
4923,13916,139,16
4924,13920,139,20
4925,13924,139,24
4926,13928,139,28
4927,13932,139,32
4928,13936,139,36
4929,13940,139,40
4930,13944,139,44
4931,13948,139,48
4932,13952,139,52
4933,13956,139,56
4934,13960,139,60
4935,13964,139,64
4936,13968,139,68
4937,13972,139,72
4938,13976,139,76
4939,13980,139,80
4940,13984,139,84
4941,13988,139,88
4942,13992,139,92
4943,13996,139,96
4944,14000,140,0
4945,14004,140,4
4946,14008,140,8
4947,14012,140,12
4948,14016,140,16
4949,14020,140,20
4950,14024,140,24
4951,14028,140,28
4952,14032,140,32
4953,14036,140,36
4954,14040,140,40
4955,14044,140,44
4956,14048,140,48
4957,14052,140,52
4958,14056,140,56
4959,14060,140,60
4960,14064,140,64
4961,14068,140,68
4962,14072,140,72
4963,14076,140,76
4964,14080,140,80
4965,14084,140,84
4966,14088,140,88
4967,14092,140,92
4968,14096,140,96
4969,14100,141,0
4970,14104,141,4
4971,14108,141,8
4972,14112,141,12
4973,14116,141,16
4974,14120,141,20
4975,14124,141,24
4976,14128,141,28
4977,14132,141,32
4978,14136,141,36
4979,14140,141,40
4980,14144,141,44
4981,14148,141,48
4982,14152,141,52
4983,14156,141,56
4984,14160,141,60
4985,14164,141,64
4986,14168,141,68
4987,14172,141,72
4988,14176,141,76
4989,14180,141,80
4990,14184,141,84
4991,14188,141,88
4992,14192,141,92
4993,14196,141,96
4994,14200,142,0
4995,14204,142,4
4996,14208,142,8
4997,14212,142,12
4998,14216,142,16
4999,14220,142,20
5000,14224,142,24
5001,14228,142,28
5002,14232,142,32
5003,14236,142,36
5004,14240,142,40
5005,14244,142,44
5006,14248,142,48
5007,14252,142,52
5008,14256,142,56
5009,14260,142,60
5010,14264,142,64
5011,14268,142,68
5012,14272,142,72
5013,14276,142,76
5014,14280,142,80
5015,14284,142,84
5016,14288,142,88
5017,14292,142,92
5018,14296,142,96
5019,14300,143,0
5020,14304,143,4
5021,14308,143,8
5022,14312,143,12
5023,14316,143,16
5024,14320,143,20
5025,14324,143,24
5026,14328,143,28
5027,14332,143,32
5028,14336,143,36
5029,14340,143,40
5030,14344,143,44
5031,14348,143,48
5032,14352,143,52
5033,14356,143,56
5034,14360,143,60
5035,14364,143,64
5036,14368,143,68
5037,14372,143,72
5038,14376,143,76
5039,14380,143,80
5040,14384,143,84
5041,14388,143,88
5042,14392,143,92
5043,14396,143,96
5044,14400,144,0
5045,14404,144,4
5046,14408,144,8
5047,14412,144,12
5048,14416,144,16
5049,14420,144,20
5050,14424,144,24
5051,14428,144,28
5052,14432,144,32
5053,14436,144,36
5054,14440,144,40
5055,14444,144,44
5056,14448,144,48
5057,14452,144,52
5058,14456,144,56
5059,14460,144,60
5060,14464,144,64
5061,14468,144,68
5062,14472,144,72
5063,14476,144,76
5064,14480,144,80
5065,14484,144,84
5066,14488,144,88
5067,14492,144,92
5068,14496,144,96
5069,14500,145,0
5070,14504,145,4
5071,14508,145,8
5072,14512,145,12
5073,14516,145,16
5074,14520,145,20
5075,14524,145,24
5076,14528,145,28
5077,14532,145,32
5078,14536,145,36
5079,14540,145,40
5080,14544,145,44
5081,14548,145,48
5082,14552,145,52
5083,14556,145,56
5084,14560,145,60
5085,14564,145,64
5086,14568,145,68
5087,14572,145,72
5088,14576,145,76
5089,14580,145,80
5090,14584,145,84
5091,14588,145,88
5092,14592,145,92
5093,14596,145,96
5094,14600,146,0
5095,14604,146,4
5096,14608,146,8
5097,14612,146,12
5098,14616,146,16
5099,14620,146,20
5100,14624,146,24
5101,14628,146,28
5102,14632,146,32
5103,14636,146,36
5104,14640,146,40
5105,14644,146,44
5106,14648,146,48
5107,14652,146,52
5108,14656,146,56
5109,14660,146,60
5110,14664,146,64
5111,14668,146,68
5112,14672,146,72
5113,14676,146,76
5114,14680,146,80
5115,14684,146,84
5116,14688,146,88
5117,14692,146,92
5118,14696,146,96
5119,14700,147,0
5120,14704,147,4
5121,29048,290,48
5122,29052,290,52
5123,29056,290,56
5124,29060,290,60
5125,29064,290,64
5126,29068,290,68
5127,29072,290,72
5128,29076,290,76
5129,29080,290,80
5130,29084,290,84
5131,29088,290,88
5132,29092,290,92
5133,29096,290,96
5134,29100,291,0
5135,29104,291,4
5136,29108,291,8
5137,29112,291,12
5138,29116,291,16
5139,29120,291,20
5140,29124,291,24
5141,29128,291,28
5142,29132,291,32
5143,29136,291,36
5144,29140,291,40
5145,29144,291,44
5146,29148,291,48
5147,29152,291,52
5148,29156,291,56
5149,29160,291,60
5150,29164,291,64
5151,29168,291,68
5152,29172,291,72
5153,29176,291,76
5154,29180,291,80
5155,29184,291,84
5156,29188,291,88
5157,29192,291,92
5158,29196,291,96
5159,29200,292,0
5160,29204,292,4
5161,29208,292,8
5162,29212,292,12
5163,29216,292,16
5164,29220,292,20
5165,29224,292,24
5166,29228,292,28
5167,29232,292,32
5168,29236,292,36
5169,29240,292,40
5170,29244,292,44
5171,29248,292,48
5172,29252,292,52
5173,29256,292,56
5174,29260,292,60
5175,29264,292,64
5176,29268,292,68
5177,29272,292,72
5178,29276,292,76
5179,29280,292,80
5180,29284,292,84
5181,29288,292,88
5182,29292,292,92
5183,29296,292,96
5184,29300,293,0
5185,29304,293,4
5186,29308,293,8
5187,29312,293,12
5188,29316,293,16
5189,29320,293,20
5190,29324,293,24
5191,29328,293,28
5192,29332,293,32
5193,29336,293,36
5194,29340,293,40
5195,29344,293,44
5196,29348,293,48
5197,29352,293,52
5198,29356,293,56
5199,29360,293,60
5200,29364,293,64
5201,29368,293,68
5202,29372,293,72
5203,29376,293,76
5204,29380,293,80
5205,29384,293,84
5206,29388,293,88
5207,29392,293,92
5208,29396,293,96
5209,29400,294,0
5210,29404,294,4
5211,29408,294,8
5212,29412,294,12
5213,29416,294,16
5214,29420,294,20
5215,29424,294,24
5216,29428,294,28
5217,29432,294,32
5218,29436,294,36
5219,29440,294,40
5220,29444,294,44
5221,29448,294,48
5222,29452,294,52
5223,29456,294,56
5224,29460,294,60
5225,29464,294,64
5226,29468,294,68
5227,29472,294,72
5228,29476,294,76
5229,29480,294,80
5230,29484,294,84
5231,29488,294,88
5232,29492,294,92
5233,29496,294,96
5234,29500,295,0
5235,29504,295,4
5236,29508,295,8
5237,29512,295,12
5238,29516,295,16
5239,29520,295,20
5240,29524,295,24
5241,29528,295,28
5242,29532,295,32
5243,29536,295,36
5244,29540,295,40
5245,29544,295,44
5246,29548,295,48
5247,29552,295,52
5248,29556,295,56
5249,29560,295,60
5250,29564,295,64
5251,29568,295,68
5252,29572,295,72
5253,29576,295,76
5254,29580,295,80
5255,29584,295,84
5256,29588,295,88
5257,29592,295,92
5258,29596,295,96
5259,29600,296,0
5260,29604,296,4
5261,29608,296,8
5262,29612,296,12
5263,29616,296,16
5264,29620,296,20
5265,29624,296,24
5266,29628,296,28
5267,29632,296,32
5268,29636,296,36
5269,29640,296,40
5270,29644,296,44
5271,29648,296,48
5272,29652,296,52
5273,29656,296,56
5274,29660,296,60
5275,29664,296,64
5276,29668,296,68
5277,29672,296,72
5278,29676,296,76
5279,29680,296,80
5280,29684,296,84
5281,29688,296,88
5282,29692,296,92
5283,29696,296,96
5284,29700,297,0
5285,29704,297,4
5286,29708,297,8
5287,29712,297,12
5288,29716,297,16
5289,29720,297,20
5290,29724,297,24
5291,29728,297,28
5292,29732,297,32
5293,29736,297,36
5294,29740,297,40
5295,29744,297,44
5296,29748,297,48
5297,29752,297,52
5298,29756,297,56
5299,29760,297,60
5300,29764,297,64
5301,29768,297,68
5302,29772,297,72
5303,29776,297,76
5304,29780,297,80
5305,29784,297,84
5306,29788,297,88
5307,29792,297,92
5308,29796,297,96
5309,29800,298,0
5310,29804,298,4
5311,29808,298,8
5312,29812,298,12
5313,29816,298,16
5314,29820,298,20
5315,29824,298,24
5316,29828,298,28
5317,29832,298,32
5318,29836,298,36
5319,29840,298,40
5320,29844,298,44
5321,29848,298,48
5322,29852,298,52
5323,29856,298,56
5324,29860,298,60
5325,29864,298,64
5326,29868,298,68
5327,29872,298,72
5328,29876,298,76
5329,29880,298,80
5330,29884,298,84
5331,29888,298,88
5332,29892,298,92
5333,29896,298,96
5334,29900,299,0
5335,29904,299,4
5336,29908,299,8
5337,29912,299,12
5338,29916,299,16
5339,29920,299,20
5340,29924,299,24
5341,29928,299,28
5342,29932,299,32
5343,29936,299,36
5344,29940,299,40
5345,29944,299,44
5346,29948,299,48
5347,29952,299,52
5348,29956,299,56
5349,29960,299,60
5350,29964,299,64
5351,29968,299,68
5352,29972,299,72
5353,29976,299,76
5354,29980,299,80
5355,29984,299,84
5356,29988,299,88
5357,29992,299,92
5358,29996,299,96
5359,30000,300,0
5360,30004,300,4
5361,30008,300,8
5362,30012,300,12
5363,30016,300,16
5364,30020,300,20
5365,30024,300,24
5366,30028,300,28
5367,30032,300,32
5368,30036,300,36
5369,30040,300,40
5370,30044,300,44
5371,30048,300,48
5372,30052,300,52
5373,30056,300,56
5374,30060,300,60
5375,30064,300,64
5376,30068,300,68
5377,30072,300,72
5378,30076,300,76
5379,30080,300,80
5380,30084,300,84
5381,30088,300,88
5382,30092,300,92
5383,30096,300,96
5384,30100,301,0
5385,30104,301,4
5386,30108,301,8
5387,30112,301,12
5388,30116,301,16
5389,30120,301,20
5390,30124,301,24
5391,30128,301,28
5392,30132,301,32
5393,30136,301,36
5394,30140,301,40
5395,30144,301,44
5396,30148,301,48
5397,30152,301,52
5398,30156,301,56
5399,30160,301,60
5400,30164,301,64
5401,30168,301,68
5402,30172,301,72
5403,30176,301,76
5404,30180,301,80
5405,30184,301,84
5406,30188,301,88
5407,30192,301,92
5408,30196,301,96
5409,30200,302,0
5410,30204,302,4
5411,30208,302,8
5412,30212,302,12
5413,30216,302,16
5414,30220,302,20
5415,30224,302,24
5416,30228,302,28
5417,30232,302,32
5418,30236,302,36
5419,30240,302,40
5420,30244,302,44
5421,30248,302,48
5422,30252,302,52
5423,30256,302,56
5424,30260,302,60
5425,30264,302,64
5426,30268,302,68
5427,30272,302,72
5428,30276,302,76
5429,30280,302,80
5430,30284,302,84
5431,30288,302,88
5432,30292,302,92
5433,30296,302,96
5434,30300,303,0
5435,30304,303,4
5436,30308,303,8
5437,30312,303,12
5438,30316,303,16
5439,30320,303,20
5440,30324,303,24
5441,30328,303,28
5442,30332,303,32
5443,30336,303,36
5444,30340,303,40
5445,30344,303,44
5446,30348,303,48
5447,30352,303,52
5448,30356,303,56
5449,30360,303,60
5450,30364,303,64
5451,30368,303,68
5452,30372,303,72
5453,30376,303,76
5454,30380,303,80
5455,30384,303,84
5456,30388,303,88
5457,30392,303,92
5458,30396,303,96
5459,30400,304,0
5460,30404,304,4
5461,30408,304,8
5462,30412,304,12
5463,30416,304,16
5464,30420,304,20
5465,30424,304,24
5466,30428,304,28
5467,30432,304,32
5468,30436,304,36
5469,30440,304,40
5470,30444,304,44
5471,30448,304,48
5472,30452,304,52
5473,30456,304,56
5474,30460,304,60
5475,30464,304,64
5476,30468,304,68
5477,30472,304,72
5478,30476,304,76
5479,30480,304,80
5480,30484,304,84
5481,30488,304,88
5482,30492,304,92
5483,30496,304,96
5484,30500,305,0
5485,30504,305,4
5486,30508,305,8
5487,30512,305,12
5488,30516,305,16
5489,30520,305,20
5490,30524,305,24
5491,30528,305,28
5492,30532,305,32
5493,30536,305,36
5494,30540,305,40
5495,30544,305,44
5496,30548,305,48
5497,30552,305,52
5498,30556,305,56
5499,30560,305,60
5500,30564,305,64
5501,30568,305,68
5502,30572,305,72
5503,30576,305,76
5504,30580,305,80
5505,30584,305,84
5506,30588,305,88
5507,30592,305,92
5508,30596,305,96
5509,30600,306,0
5510,30604,306,4
5511,30608,306,8
5512,30612,306,12
5513,30616,306,16
5514,30620,306,20
5515,30624,306,24
5516,30628,306,28
5517,30632,306,32
5518,30636,306,36
5519,30640,306,40
5520,30644,306,44
5521,30648,306,48
5522,30652,306,52
5523,30656,306,56
5524,30660,306,60
5525,30664,306,64
5526,30668,306,68
5527,30672,306,72
5528,30676,306,76
5529,30680,306,80
5530,30684,306,84
5531,30688,306,88
5532,30692,306,92
5533,30696,306,96
5534,30700,307,0
5535,30704,307,4
5536,30708,307,8
5537,30712,307,12
5538,30716,307,16
5539,30720,307,20
5540,30724,307,24
5541,30728,307,28
5542,30732,307,32
5543,30736,307,36
5544,30740,307,40
5545,30744,307,44
5546,30748,307,48
5547,30752,307,52
5548,30756,307,56
5549,30760,307,60
5550,30764,307,64
5551,30768,307,68
5552,30772,307,72
5553,30776,307,76
5554,30780,307,80
5555,30784,307,84
5556,30788,307,88
5557,30792,307,92
5558,30796,307,96
5559,30800,308,0
5560,30804,308,4
5561,30808,308,8
5562,30812,308,12
5563,30816,308,16
5564,30820,308,20
5565,30824,308,24
5566,30828,308,28
5567,30832,308,32
5568,30836,308,36
5569,30840,308,40
5570,30844,308,44
5571,30848,308,48
5572,30852,308,52
5573,30856,308,56
5574,30860,308,60
5575,30864,308,64
5576,30868,308,68
5577,30872,308,72
5578,30876,308,76
5579,30880,308,80
5580,30884,308,84
5581,30888,308,88
5582,30892,308,92
5583,30896,308,96
5584,30900,309,0
5585,30904,309,4
5586,30908,309,8
5587,30912,309,12
5588,30916,309,16
5589,30920,309,20
5590,30924,309,24
5591,30928,309,28
5592,30932,309,32
5593,30936,309,36
5594,30940,309,40
5595,30944,309,44
5596,30948,309,48
5597,30952,309,52
5598,30956,309,56
5599,30960,309,60
5600,30964,309,64
5601,30968,309,68
5602,30972,309,72
5603,30976,309,76
5604,30980,309,80
5605,30984,309,84
5606,30988,309,88
5607,30992,309,92
5608,30996,309,96
5609,31000,310,0
5610,31004,310,4
5611,31008,310,8
5612,31012,310,12
5613,31016,310,16
5614,31020,310,20
5615,31024,310,24
5616,31028,310,28
5617,31032,310,32
5618,31036,310,36
5619,31040,310,40
5620,31044,310,44
5621,31048,310,48
5622,31052,310,52
5623,31056,310,56
5624,31060,310,60
5625,31064,310,64
5626,31068,310,68
5627,31072,310,72
5628,31076,310,76
5629,31080,310,80
5630,31084,310,84
5631,31088,310,88
5632,31092,310,92
5633,31096,310,96
5634,31100,311,0
5635,31104,311,4
5636,31108,311,8
5637,31112,311,12
5638,31116,311,16
5639,31120,311,20
5640,31124,311,24
5641,31128,311,28
5642,31132,311,32
5643,31136,311,36
5644,31140,311,40
5645,31144,311,44
5646,31148,311,48
5647,31152,311,52
5648,31156,311,56
5649,31160,311,60
5650,31164,311,64
5651,31168,311,68
5652,31172,311,72
5653,31176,311,76
5654,31180,311,80
5655,31184,311,84
5656,31188,311,88
5657,31192,311,92
5658,31196,311,96
5659,31200,312,0
5660,31204,312,4
5661,31208,312,8
5662,31212,312,12
5663,31216,312,16
5664,31220,312,20
5665,31224,312,24
5666,31228,312,28
5667,31232,312,32
5668,31236,312,36
5669,31240,312,40
5670,31244,312,44
5671,31248,312,48
5672,31252,312,52
5673,31256,312,56
5674,31260,312,60
5675,31264,312,64
5676,31268,312,68
5677,31272,312,72
5678,31276,312,76
5679,31280,312,80
5680,31284,312,84
5681,31288,312,88
5682,31292,312,92
5683,31296,312,96
5684,31300,313,0
5685,31304,313,4
5686,31308,313,8
5687,31312,313,12
5688,31316,313,16
5689,31320,313,20
5690,31324,313,24
5691,31328,313,28
5692,31332,313,32
5693,31336,313,36
5694,31340,313,40
5695,31344,313,44
5696,31348,313,48
5697,31352,313,52
5698,31356,313,56
5699,31360,313,60
5700,31364,313,64
