n,offset,x,y
5170,136360,1363,60
5171,136332,1363,32
5172,136388,1363,88
5173,136416,1364,16
5174,136376,1363,76
5175,136192,1361,92
5176,136200,1362,0
5177,136208,1362,8
5178,136340,1363,40
5179,136288,1362,88
5180,136296,1362,96
5181,136300,1363,0
5182,136224,1362,24
5183,136328,1363,28
5184,136268,1362,68
5185,136284,1362,84
5186,136352,1363,52
5187,136380,1363,80
5188,136356,1363,56
5189,136428,1364,28
5190,136392,1363,92
5191,136432,1364,32
5192,136236,1362,36
5193,136420,1364,20
5194,136244,1362,44
5195,136240,1362,40
5196,136396,1363,96
5197,136292,1362,92
5198,136180,1361,80
5199,136400,1364,0
5200,136404,1364,4
5201,136184,1361,84
5202,136212,1362,12
5203,136220,1362,20
5204,136408,1364,8
5205,136248,1362,48
5206,136232,1362,32
5207,136272,1362,72
5208,136252,1362,52
5209,136256,1362,56
5210,136260,1362,60
5211,136264,1362,64
5212,136280,1362,80
5213,136316,1363,16
5214,136320,1363,20
5215,136552,1365,52
5216,136536,1365,36
5217,136480,1364,80
5218,136436,1364,36
5219,136568,1365,68
5220,136684,1366,84
5221,136596,1365,96
5222,136556,1365,56
5223,136516,1365,16
5224,136520,1365,20
5225,136572,1365,72
5226,136620,1366,20
5227,136608,1366,8
5228,136492,1364,92
5229,136560,1365,60
5230,136580,1365,80
5231,136484,1364,84
5232,136464,1364,64
5233,136688,1366,88
5234,136440,1364,40
5235,136444,1364,44
5236,136592,1365,92
5237,136600,1366,0
5238,136504,1365,4
5239,136488,1364,88
5240,136548,1365,48
5241,136448,1364,48
5242,136452,1364,52
5243,136512,1365,12
5244,136508,1365,8
5245,136604,1366,4
5246,136652,1366,52
5247,136656,1366,56
5248,136456,1364,56
5249,136496,1364,96
5250,136460,1364,60
5251,136524,1365,24
5252,136660,1366,60
5253,136532,1365,32
5254,136612,1366,12
5255,136528,1365,28
5256,136576,1365,76
5257,136632,1366,32
5258,136680,1366,80
5259,136468,1364,68
5260,136584,1365,84
5261,136472,1364,72
5262,136476,1364,76
5263,136624,1366,24
5264,136668,1366,68
5265,136616,1366,16
5266,136564,1365,64
5267,136588,1365,88
5268,136628,1366,28
5269,136540,1365,40
5270,136636,1366,36
5271,136500,1365,0
5272,136640,1366,40
5273,136544,1365,44
5274,136644,1366,44
5275,136648,1366,48
5276,136664,1366,64
5277,136672,1366,72
5278,136676,1366,76
5279,136880,1368,80
5280,136700,1367,0
5281,136704,1367,4
5282,136708,1367,8
5283,136844,1368,44
5284,136800,1368,0
5285,136808,1368,8
5286,136812,1368,12
5287,136736,1367,36
5288,136840,1368,40
5289,136780,1367,80
5290,136796,1367,96
5291,136864,1368,64
5292,136884,1368,84
5293,136848,1368,48
5294,136940,1369,40
5295,136888,1368,88
5296,136936,1369,36
5297,136748,1367,48
5298,136928,1369,28
5299,136756,1367,56
5300,136752,1367,52
5301,136896,1368,96
5302,136804,1368,4
5303,136944,1369,44
5304,136892,1368,92
5305,136860,1368,60
5306,136924,1369,24
5307,136724,1367,24
5308,136720,1367,20
5309,136872,1368,72
5310,136760,1367,60
5311,136932,1369,32
5312,136784,1367,84
5313,136712,1367,12
5314,136728,1367,28
5315,136900,1369,0
5316,136716,1367,16
5317,136852,1368,52
5318,136732,1367,32
5319,136692,1366,92
5320,136816,1368,16
5321,136792,1367,92
5322,136740,1367,40
5323,136696,1366,96
5324,136824,1368,24
5325,136744,1367,44
5326,136856,1368,56
5327,136820,1368,20
5328,136772,1367,72
5329,136776,1367,76
5330,136828,1368,28
5331,136876,1368,76
5332,136868,1368,68
5333,136764,1367,64
5334,136832,1368,32
5335,136836,1368,36
5336,136768,1367,68
5337,136788,1367,88
5338,136904,1369,4
5339,136908,1369,8
5340,136912,1369,12
5341,136916,1369,16
5342,136920,1369,20
5343,137016,1370,16
5344,136992,1369,92
5345,137060,1370,60
5346,137196,1371,96
5347,136952,1369,52
5348,137024,1370,24
5349,137020,1370,20
5350,137104,1371,4
5351,137164,1371,64
5352,137168,1371,68
5353,136964,1369,64
5354,136996,1369,96
5355,136968,1369,68
5356,137032,1370,32
5357,137172,1371,72
5358,137044,1370,44
5359,137124,1371,24
5360,137028,1370,28
5361,137088,1370,88
5362,137144,1371,44
5363,136988,1369,88
5364,137036,1370,36
5365,137116,1371,16
5366,137040,1370,40
5367,137148,1371,48
5368,137064,1370,64
5369,137152,1371,52
5370,137156,1371,56
5371,137180,1371,80
5372,136956,1369,56
5373,136984,1369,84
5374,136972,1369,72
5375,136976,1369,76
5376,137176,1371,76
5377,137108,1371,8
5378,137068,1370,68
5379,137160,1371,60
5380,136980,1369,80
5381,136960,1369,60
5382,137112,1371,12
5383,136948,1369,48
5384,137000,1370,0
5385,137004,1370,4
5386,137012,1370,12
5387,137048,1370,48
5388,137008,1370,8
5389,137184,1371,84
5390,137076,1370,76
5391,137072,1370,72
5392,137080,1370,80
5393,137052,1370,52
5394,137056,1370,56
5395,137084,1370,84
5396,137188,1371,88
5397,137092,1370,92
5398,137096,1370,96
5399,137192,1371,92
5400,137100,1371,0
5401,137120,1371,20
5402,137200,1372,0
5403,137128,1371,28
5404,137132,1371,32
5405,137136,1371,36
5406,137140,1371,40
5407,137312,1373,12
5408,137424,1374,24
5409,137228,1372,28
5410,137376,1373,76
5411,137364,1373,64
5412,137316,1373,16
5413,137356,1373,56
5414,137280,1372,80
5415,137452,1374,52
5416,137380,1373,80
5417,137392,1373,92
5418,137328,1373,28
5419,137272,1372,72
5420,137220,1372,20
5421,137420,1374,20
5422,137292,1372,92
5423,137264,1372,64
5424,137248,1372,48
5425,137396,1373,96
5426,137456,1374,56
5427,137384,1373,84
5428,137256,1372,56
5429,137204,1372,4
5430,137208,1372,8
5431,137212,1372,12
5432,137332,1373,32
5433,137216,1372,16
5434,137308,1373,8
5435,137348,1373,48
5436,137224,1372,24
5437,137416,1374,16
5438,137448,1374,48
5439,137232,1372,32
5440,137320,1373,20
5441,137388,1373,88
5442,137400,1374,0
5443,137436,1374,36
5444,137368,1373,68
5445,137404,1374,4
5446,137236,1372,36
5447,137240,1372,40
5448,137304,1373,4
5449,137372,1373,72
5450,137340,1373,40
5451,137252,1372,52
5452,137440,1374,40
5453,137296,1372,96
5454,137324,1373,24
5455,137412,1374,12
5456,137244,1372,44
5457,137260,1372,60
5458,137268,1372,68
5459,137276,1372,76
5460,137352,1373,52
5461,137284,1372,84
5462,137408,1374,8
5463,137336,1373,36
5464,137444,1374,44
5465,137344,1373,44
5466,137288,1372,88
5467,137360,1373,60
5468,137300,1373,0
5469,137428,1374,28
5470,137432,1374,32
5471,137564,1375,64
5472,137592,1375,92
5473,137608,1376,8
5474,137612,1376,12
5475,137648,1376,48
5476,137500,1375,0
5477,137576,1375,76
5478,137596,1375,96
5479,137624,1376,24
5480,137496,1374,96
5481,137676,1376,76
5482,137680,1376,80
5483,137484,1374,84
5484,137504,1375,4
5485,137540,1375,40
5486,137552,1375,52
5487,137544,1375,44
5488,137684,1376,84
5489,137688,1376,88
5490,137472,1374,72
5491,137560,1375,60
5492,137616,1376,16
5493,137620,1376,20
5494,137516,1375,16
5495,137704,1377,4
5496,137568,1375,68
5497,137524,1375,24
5498,137668,1376,68
5499,137672,1376,72
5500,137520,1375,20
5501,137712,1377,12
5502,137664,1376,64
5503,137644,1376,44
5504,137696,1376,96
5505,137476,1374,76
5506,137692,1376,92
5507,137508,1375,8
5508,137640,1376,40
5509,137580,1375,80
5510,137628,1376,28
5511,137460,1374,60
5512,137652,1376,52
5513,137700,1377,0
5514,137708,1377,8
5515,137464,1374,64
5516,137468,1374,68
5517,137480,1374,80
5518,137512,1375,12
5519,137488,1374,88
5520,137492,1374,92
5521,137528,1375,28
5522,137632,1376,32
5523,137572,1375,72
5524,137660,1376,60
5525,137532,1375,32
5526,137536,1375,36
5527,137636,1376,36
5528,137548,1375,48
5529,137556,1375,56
5530,137584,1375,84
5531,137588,1375,88
5532,137600,1376,0
5533,137604,1376,4
5534,137656,1376,56
5535,137828,1378,28
5536,137816,1378,16
5537,137832,1378,32
5538,137744,1377,44
5539,137800,1378,0
5540,137772,1377,72
5541,137900,1379,0
5542,137820,1378,20
5543,137776,1377,76
5544,137888,1378,88
5545,137780,1377,80
5546,137740,1377,40
5547,137892,1378,92
5548,137720,1377,20
5549,137844,1378,44
5550,137840,1378,40
5551,137728,1377,28
5552,137812,1378,12
5553,137912,1379,12
5554,137736,1377,36
5555,137868,1378,68
5556,137856,1378,56
5557,137824,1378,24
5558,137852,1378,52
5559,137784,1377,84
5560,137936,1379,36
5561,137872,1378,72
5562,137884,1378,84
5563,137836,1378,36
5564,137788,1377,88
5565,137732,1377,32
5566,137908,1379,8
5567,137796,1377,96
5568,137768,1377,68
5569,137756,1377,56
5570,137896,1378,96
5571,137940,1379,40
5572,137876,1378,76
5573,137764,1377,64
5574,137716,1377,16
5575,137748,1377,48
5576,137724,1377,24
5577,137864,1378,64
5578,137760,1377,60
5579,137848,1378,48
5580,137880,1378,80
5581,137752,1377,52
5582,137792,1377,92
5583,137804,1378,4
5584,137860,1378,60
5585,137904,1379,4
5586,137808,1378,8
5587,137916,1379,16
5588,137920,1379,20
5589,137924,1379,24
5590,137928,1379,28
5591,137932,1379,32
5592,152446,1524,46
5593,152346,1523,46
5594,152326,1523,26
5595,152418,1524,18
5596,152554,1525,54
5597,152410,1524,10
5598,152422,1524,22
5599,152526,1525,26
5600,152354,1523,54
5601,152330,1523,30
5602,152378,1523,78
5603,152338,1523,38
5604,152462,1524,62
5605,152370,1523,70
5606,152478,1524,78
5607,152434,1524,34
5608,152558,1525,58
5609,152438,1524,38
5610,152398,1523,98
5611,152442,1524,42
5612,152382,1523,82
5613,152426,1524,26
5614,152482,1524,82
5615,152430,1524,30
5616,152450,1524,50
5617,152466,1524,66
5618,152470,1524,70
5619,152506,1525,6
5620,152358,1523,58
5621,152454,1524,54
5622,152458,1524,58
5623,152486,1524,86
5624,152362,1523,62
5625,152534,1525,34
5626,152538,1525,38
5627,152342,1523,42
5628,152366,1523,66
5629,152402,1524,2
5630,152414,1524,14
5631,152406,1524,6
5632,152542,1525,42
5633,152546,1525,46
5634,152334,1523,34
5635,152474,1524,74
5636,152490,1524,90
5637,152494,1524,94
5638,152374,1523,74
5639,152562,1525,62
5640,152498,1524,98
5641,152386,1523,86
5642,152530,1525,30
5643,152550,1525,50
5644,152390,1523,90
5645,152570,1525,70
5646,152522,1525,22
5647,152502,1525,2
5648,152566,1525,66
5649,152350,1523,50
5650,152318,1523,18
5651,152394,1523,94
5652,152510,1525,10
5653,152514,1525,14
5654,152518,1525,18
5655,152322,1523,22
5656,152762,1527,62
5657,152778,1527,78
5658,152818,1528,18
5659,152590,1525,90
5660,152718,1527,18
5661,152598,1525,98
5662,152610,1526,10
5663,152758,1527,58
5664,152806,1528,6
5665,152730,1527,30
5666,152702,1527,2
5667,152698,1526,98
5668,152742,1527,42
5669,152670,1526,70
5670,152738,1527,38
5671,152622,1526,22
5672,152766,1527,66
5673,152582,1525,82
5674,152706,1527,6
5675,152754,1527,54
5676,152726,1527,26
5677,152782,1527,82
5678,152810,1528,10
5679,152770,1527,70
5680,152586,1525,86
5681,152594,1525,94
5682,152602,1526,2
5683,152734,1527,34
5684,152682,1526,82
5685,152690,1526,90
5686,152694,1526,94
5687,152618,1526,18
5688,152722,1527,22
5689,152662,1526,62
5690,152678,1526,78
5691,152746,1527,46
5692,152774,1527,74
5693,152750,1527,50
5694,152822,1528,22
5695,152786,1527,86
5696,152826,1528,26
5697,152630,1526,30
5698,152814,1528,14
5699,152638,1526,38
5700,152634,1526,34
5701,152790,1527,90
5702,152686,1526,86
5703,152574,1525,74
5704,152794,1527,94
5705,152798,1527,98
5706,152578,1525,78
5707,152606,1526,6
5708,152614,1526,14
5709,152802,1528,2
5710,152642,1526,42
5711,152626,1526,26
5712,152666,1526,66
5713,152646,1526,46
5714,152650,1526,50
5715,152654,1526,54
5716,152658,1526,58
5717,152674,1526,74
5718,152710,1527,10
5719,152714,1527,14
5720,152946,1529,46
5721,152930,1529,30
5722,152874,1528,74
5723,152830,1528,30
5724,152962,1529,62
5725,153078,1530,78
5726,152990,1529,90
5727,152950,1529,50
5728,152910,1529,10
5729,152914,1529,14
5730,152966,1529,66
5731,153014,1530,14
5732,153002,1530,2
5733,152886,1528,86
5734,152954,1529,54
5735,152974,1529,74
5736,152878,1528,78
5737,152858,1528,58
5738,153082,1530,82
5739,152834,1528,34
5740,152838,1528,38
5741,152986,1529,86
5742,152994,1529,94
5743,152898,1528,98
5744,152882,1528,82
5745,152942,1529,42
5746,152842,1528,42
5747,152846,1528,46
5748,152906,1529,6
5749,152902,1529,2
5750,152998,1529,98
5751,153046,1530,46
5752,153050,1530,50
5753,152850,1528,50
5754,152890,1528,90
5755,152854,1528,54
5756,152918,1529,18
5757,153054,1530,54
5758,152926,1529,26
5759,153006,1530,6
5760,152922,1529,22
5761,152970,1529,70
5762,153026,1530,26
5763,152870,1528,70
5764,152934,1529,34
5765,153010,1530,10
5766,152938,1529,38
5767,153030,1530,30
5768,152958,1529,58
5769,153058,1530,58
5770,152894,1528,94
5771,153018,1530,18
5772,152978,1529,78
5773,153022,1530,22
5774,152862,1528,62
5775,153034,1530,34
5776,153038,1530,38
5777,153074,1530,74
5778,152866,1528,66
5779,152982,1529,82
5780,153042,1530,42
5781,153062,1530,62
5782,153066,1530,66
5783,153070,1530,70
5784,153242,1532,42
5785,153214,1532,14
5786,153210,1532,10
5787,153254,1532,54
5788,153182,1531,82
5789,153250,1532,50
5790,153134,1531,34
5791,153278,1532,78
5792,153094,1530,94
5793,153218,1532,18
5794,153266,1532,66
5795,153238,1532,38
5796,153294,1532,94
5797,153322,1533,22
5798,153274,1532,74
5799,153098,1530,98
5800,153102,1531,2
5801,153106,1531,6
5802,153246,1532,46
5803,153194,1531,94
5804,153202,1532,2
5805,153206,1532,6
5806,153130,1531,30
5807,153234,1532,34
5808,153174,1531,74
5809,153190,1531,90
5810,153258,1532,58
5811,153282,1532,82
5812,153262,1532,62
5813,153334,1533,34
5814,153286,1532,86
5815,153330,1533,30
5816,153142,1531,42
5817,153326,1533,26
5818,153150,1531,50
5819,153146,1531,46
5820,153290,1532,90
5821,153198,1531,98
5822,153338,1533,38
5823,153298,1532,98
5824,153270,1532,70
5825,153318,1533,18
5826,153118,1531,18
5827,153114,1531,14
5828,153302,1533,2
5829,153154,1531,54
5830,153086,1530,86
5831,153178,1531,78
5832,153110,1531,10
5833,153122,1531,22
5834,153306,1533,6
5835,153126,1531,26
5836,153310,1533,10
5837,153138,1531,38
5838,153090,1530,90
5839,153222,1532,22
5840,153186,1531,86
5841,153158,1531,58
5842,153162,1531,62
5843,153226,1532,26
5844,153166,1531,66
5845,153314,1533,14
5846,153230,1532,30
5847,153170,1531,70
5848,153426,1534,26
5849,153474,1534,74
5850,153526,1535,26
5851,153514,1535,14
5852,153398,1533,98
5853,153458,1534,58
5854,153486,1534,86
5855,153386,1533,86
5856,153370,1533,70
5857,153594,1535,94
5858,153342,1533,42
5859,153346,1533,46
5860,153498,1534,98
5861,153502,1535,2
5862,153410,1534,10
5863,153390,1533,90
5864,153454,1534,54
5865,153590,1535,90
5866,153350,1533,50
5867,153418,1534,18
5868,153414,1534,14
5869,153506,1535,6
5870,153558,1535,58
5871,153562,1535,62
5872,153358,1533,58
5873,153394,1533,94
5874,153362,1533,62
5875,153430,1534,30
5876,153566,1535,66
5877,153438,1534,38
5878,153518,1535,18
5879,153422,1534,22
5880,153482,1534,82
5881,153538,1535,38
5882,153382,1533,82
5883,153434,1534,34
5884,153510,1535,10
5885,153442,1534,42
5886,153542,1535,42
5887,153462,1534,62
5888,153546,1535,46
5889,153550,1535,50
5890,153574,1535,74
5891,153354,1533,54
5892,153378,1533,78
5893,153366,1533,66
5894,153374,1533,74
5895,153570,1535,70
5896,153522,1535,22
5897,153466,1534,66
5898,153554,1535,54
5899,153402,1534,2
5900,153406,1534,6
5901,153530,1535,30
5902,153446,1534,46
5903,153450,1534,50
5904,153470,1534,70
5905,153478,1534,78
5906,153490,1534,90
5907,153494,1534,94
5908,153578,1535,78
5909,153534,1535,34
5910,153582,1535,82
5911,153586,1535,86
5912,153630,1536,30
5913,153694,1536,94
5914,153662,1536,62
5915,153806,1538,6
5916,153710,1537,10
5917,153666,1536,66
5918,153794,1537,94
5919,153658,1536,58
5920,153626,1536,26
5921,153798,1537,98
5922,153602,1536,2
5923,153742,1537,42
5924,153738,1537,38
5925,153614,1536,14
5926,153706,1537,6
5927,153818,1538,18
5928,153622,1536,22
5929,153770,1537,70
5930,153758,1537,58
5931,153714,1537,14
5932,153750,1537,50
5933,153674,1536,74
5934,153846,1538,46
5935,153774,1537,74
5936,153786,1537,86
5937,153722,1537,22
5938,153670,1536,70
5939,153618,1536,18
5940,153814,1538,14
5941,153686,1536,86
5942,153678,1536,78
5943,153642,1536,42
5944,153790,1537,90
5945,153850,1538,50
5946,153778,1537,78
5947,153650,1536,50
5948,153598,1535,98
5949,153606,1536,6
5950,153610,1536,10
5951,153726,1537,26
5952,153634,1536,34
5953,153702,1537,2
5954,153746,1537,46
5955,153638,1536,38
5956,153810,1538,10
5957,153842,1538,42
5958,153646,1536,46
5959,153718,1537,18
5960,153782,1537,82
5961,153802,1538,2
5962,153830,1538,30
5963,153682,1536,82
5964,153654,1536,54
5965,153690,1536,90
5966,153698,1536,98
5967,153730,1537,30
5968,153734,1537,34
5969,153754,1537,54
5970,153762,1537,62
5971,153834,1538,34
5972,153766,1537,66
5973,153822,1538,22
5974,153826,1538,26
5975,153838,1538,38
5976,153866,1538,66
5977,153914,1539,14
5978,153874,1538,74
5979,153998,1539,98
5980,153906,1539,6
5981,154014,1540,14
5982,153970,1539,70
5983,154090,1540,90
5984,153974,1539,74
5985,153934,1539,34
5986,153978,1539,78
5987,153918,1539,18
5988,153962,1539,62
5989,154018,1540,18
5990,153958,1539,58
5991,153986,1539,86
5992,154002,1540,2
5993,154006,1540,6
5994,154042,1540,42
5995,153894,1538,94
5996,153982,1539,82
5997,153990,1539,90
5998,154022,1540,22
5999,153890,1538,90
6000,154070,1540,70
6001,154074,1540,74
6002,153878,1538,78
6003,153898,1538,98
6004,153938,1539,38
6005,153946,1539,46
6006,153942,1539,42
6007,154078,1540,78
6008,154082,1540,82
6009,153870,1538,70
6010,153954,1539,54
6011,154010,1540,10
6012,154026,1540,26
6013,153910,1539,10
6014,154098,1540,98
6015,153966,1539,66
6016,153922,1539,22
6017,154062,1540,62
6018,154066,1540,66
6019,153926,1539,26
6020,154106,1541,6
6021,154058,1540,58
6022,154038,1540,38
6023,154094,1540,94
6024,153882,1538,82
6025,154030,1540,30
6026,153994,1539,94
6027,154034,1540,34
6028,154046,1540,46
6029,154050,1540,50
6030,154054,1540,54
6031,153902,1539,2
6032,154086,1540,86
6033,154102,1541,2
6034,153854,1538,54
6035,153930,1539,30
6036,153858,1538,58
6037,153862,1538,62
6038,153886,1538,86
6039,153950,1539,50
6040,154190,1541,90
6041,154202,1542,2
6042,154194,1541,94
6043,154330,1543,30
6044,154334,1543,34
6045,154122,1541,22
6046,154210,1542,10
6047,154258,1542,58
6048,154270,1542,70
6049,154166,1541,66
6050,154354,1543,54
6051,154218,1542,18
6052,154174,1541,74
6053,154318,1543,18
6054,154322,1543,22
6055,154170,1541,70
6056,154362,1543,62
6057,154314,1543,14
6058,154294,1542,94
6059,154346,1543,46
6060,154126,1541,26
6061,154338,1543,38
6062,154158,1541,58
6063,154290,1542,90
6064,154226,1542,26
6065,154266,1542,66
6066,154110,1541,10
6067,154298,1542,98
6068,154326,1543,26
6069,154358,1543,58
6070,154130,1541,30
6071,154254,1542,54
6072,154134,1541,34
6073,154146,1541,46
6074,154302,1543,2
6075,154342,1543,42
6076,154274,1542,74
6077,154238,1542,38
6078,154234,1542,34
6079,154278,1542,78
6080,154206,1542,6
6081,154282,1542,82
6082,154162,1541,62
6083,154306,1543,6
6084,154118,1541,18
6085,154242,1542,42
6086,154310,1543,10
6087,154262,1542,62
6088,154350,1543,50
6089,154114,1541,14
6090,154138,1541,38
6091,154142,1541,42
6092,154150,1541,50
6093,154154,1541,54
6094,154286,1542,86
6095,154222,1542,22
6096,154230,1542,30
6097,154246,1542,46
6098,154178,1541,78
6099,154182,1541,82
6100,154198,1541,98
6101,154214,1542,14
6102,154186,1541,86
6103,154250,1542,50
6104,154522,1545,22
6105,154614,1546,14
6106,154558,1545,58
6107,154610,1546,10
6108,154422,1544,22
6109,154602,1546,2
6110,154430,1544,30
6111,154426,1544,26
6112,154570,1545,70
6113,154470,1544,70
6114,154618,1546,18
6115,154562,1545,62
6116,154534,1545,34
6117,154598,1545,98
6118,154398,1543,98
6119,154394,1543,94
6120,154546,1545,46
6121,154434,1544,34
6122,154606,1546,6
6123,154454,1544,54
6124,154374,1543,74
6125,154402,1544,2
6126,154554,1545,54
6127,154386,1543,86
6128,154518,1545,18
6129,154382,1543,82
6130,154366,1543,66
6131,154482,1544,82
6132,154466,1544,66
6133,154410,1544,10
6134,154370,1543,70
6135,154498,1544,98
6136,154378,1543,78
6137,154526,1545,26
6138,154486,1544,86
6139,154446,1544,46
6140,154450,1544,50
6141,154502,1545,2
6142,154550,1545,50
6143,154538,1545,38
6144,154438,1544,38
6145,154490,1544,90
6146,154510,1545,10
6147,154414,1544,14
6148,154406,1544,6
6149,154390,1543,90
6150,154418,1544,18
6151,154442,1544,42
6152,154530,1545,30
6153,154542,1545,42
6154,154458,1544,58
6155,154462,1544,62
6156,154478,1544,78
6157,154474,1544,74
6158,154494,1544,94
6159,154506,1545,6
6160,154514,1545,14
6161,154566,1545,66
6162,154582,1545,82
6163,154586,1545,86
6164,154574,1545,74
6165,154578,1545,78
6166,154590,1545,90
6167,154594,1545,94
6168,154842,1548,42
6169,154718,1547,18
6170,154798,1547,98
6171,154694,1546,94
6172,154762,1547,62
6173,154818,1548,18
6174,154662,1546,62
6175,154706,1547,6
6176,154790,1547,90
6177,154698,1546,98
6178,154822,1548,22
6179,154738,1547,38
6180,154826,1548,26
6181,154830,1548,30
6182,154854,1548,54
6183,154630,1546,30
6184,154658,1546,58
6185,154646,1546,46
6186,154650,1546,50
6187,154846,1548,46
6188,154782,1547,82
6189,154734,1547,34
6190,154834,1548,34
6191,154654,1546,54
6192,154634,1546,34
6193,154786,1547,86
6194,154622,1546,22
6195,154666,1546,66
6196,154670,1546,70
6197,154686,1546,86
6198,154702,1547,2
6199,154674,1546,74
6200,154850,1548,50
6201,154750,1547,50
6202,154742,1547,42
6203,154754,1547,54
6204,154678,1546,78
6205,154722,1547,22
6206,154690,1546,90
6207,154838,1548,38
6208,154746,1547,46
6209,154710,1547,10
6210,154858,1548,58
6211,154682,1546,82
6212,154714,1547,14
6213,154862,1548,62
6214,154626,1546,26
6215,154766,1547,66
6216,154770,1547,70
6217,154638,1546,38
6218,154730,1547,30
6219,154866,1548,66
6220,154726,1547,26
6221,154794,1547,94
6222,154802,1548,2
6223,154758,1547,58
6224,154774,1547,74
6225,154778,1547,78
6226,154870,1548,70
6227,154806,1548,6
6228,154810,1548,10
6229,154814,1548,14
6230,154874,1548,74
6231,154642,1546,42
6232,155094,1550,94
6233,154966,1549,66
6234,154938,1549,38
6235,154922,1549,22
6236,155070,1550,70
6237,155126,1551,26
6238,155058,1550,58
6239,154930,1549,30
6240,155130,1551,30
6241,154882,1548,82
6242,154886,1548,86
6243,155002,1550,2
6244,154890,1548,90
6245,154982,1549,82
6246,155022,1550,22
6247,154878,1548,78
6248,155090,1550,90
6249,155122,1551,22
6250,154894,1548,94
6251,154986,1549,86
6252,155062,1550,62
6253,155050,1550,50
6254,155110,1551,10
6255,154942,1549,42
6256,154914,1549,14
6257,154898,1548,98
6258,154910,1549,10
6259,155006,1550,6
6260,154906,1549,6
6261,154902,1549,2
6262,154978,1549,78
6263,155114,1551,14
6264,154970,1549,70
6265,154990,1549,90
6266,155086,1550,86
6267,154918,1549,18
6268,154926,1549,26
6269,154946,1549,46
6270,154934,1549,34
6271,155026,1550,26
6272,154950,1549,50
6273,155038,1550,38
6274,154994,1549,94
6275,155118,1551,18
6276,154998,1549,98
6277,154958,1549,58
6278,155010,1550,10
6279,154954,1549,54
6280,155014,1550,14
6281,154962,1549,62
6282,155098,1550,98
6283,155102,1551,2
6284,154974,1549,74
6285,155018,1550,18
6286,155030,1550,30
6287,155042,1550,42
6288,155034,1550,34
6289,155046,1550,46
6290,155054,1550,54
6291,155066,1550,66
6292,155106,1551,6
6293,155074,1550,74
6294,155078,1550,78
6295,155082,1550,82
6296,155338,1553,38
6297,155318,1553,18
6298,155370,1553,70
6299,155146,1551,46
6300,155362,1553,62
6301,155182,1551,82
6302,155314,1553,14
6303,155250,1552,50
6304,155290,1552,90
6305,155134,1551,34
6306,155322,1553,22
6307,155342,1553,42
6308,155378,1553,78
6309,155150,1551,50
6310,155278,1552,78
6311,155158,1551,58
6312,155170,1551,70
6313,155326,1553,26
6314,155366,1553,66
6315,155294,1552,94
6316,155262,1552,62
6317,155258,1552,58
6318,155302,1553,2
6319,155230,1552,30
6320,155298,1552,98
6321,155186,1551,86
6322,155330,1553,30
6323,155142,1551,42
6324,155266,1552,66
6325,155334,1553,34
6326,155286,1552,86
6327,155346,1553,46
6328,155374,1553,74
6329,155350,1553,50
6330,155154,1551,54
6331,155162,1551,62
6332,155166,1551,66
6333,155306,1553,6
6334,155242,1552,42
6335,155254,1552,54
6336,155270,1552,70
6337,155178,1551,78
6338,155282,1552,82
6339,155222,1552,22
6340,155238,1552,38
6341,155310,1553,10
6342,155354,1553,54
6343,155358,1553,58
6344,155382,1553,82
6345,155386,1553,86
6346,155138,1551,38
6347,155190,1551,90
6348,155174,1551,74
6349,155198,1551,98
6350,155194,1551,94
6351,155202,1552,2
6352,155246,1552,46
6353,155206,1552,6
6354,155210,1552,10
6355,155214,1552,14
6356,155218,1552,18
6357,155226,1552,26
6358,155234,1552,34
6359,155274,1552,74
6360,155458,1554,58
6361,155626,1556,26
6362,155478,1554,78
6363,155398,1553,98
6364,155426,1554,26
6365,155578,1555,78
6366,155410,1554,10
6367,155542,1555,42
6368,155406,1554,6
6369,155630,1556,30
6370,155506,1555,6
6371,155490,1554,90
6372,155434,1554,34
6373,155390,1553,90
6374,155522,1555,22
6375,155638,1556,38
6376,155550,1555,50
6377,155510,1555,10
6378,155470,1554,70
6379,155474,1554,74
6380,155526,1555,26
6381,155574,1555,74
6382,155562,1555,62
6383,155446,1554,46
6384,155514,1555,14
6385,155534,1555,34
6386,155438,1554,38
6387,155418,1554,18
6388,155642,1556,42
6389,155394,1553,94
6390,155402,1554,2
6391,155546,1555,46
6392,155554,1555,54
6393,155462,1554,62
6394,155442,1554,42
6395,155502,1555,2
6396,155414,1554,14
6397,155422,1554,22
6398,155466,1554,66
6399,155482,1554,82
6400,155558,1555,58
6401,155606,1556,6
6402,155610,1556,10
6403,155430,1554,30
6404,155450,1554,50
6405,155454,1554,54
6406,155486,1554,86
6407,155614,1556,14
6408,155494,1554,94
6409,155566,1555,66
6410,155498,1554,98
6411,155530,1555,30
6412,155586,1555,86
6413,155518,1555,18
6414,155538,1555,38
6415,155570,1555,70
6416,155582,1555,82
6417,155590,1555,90
6418,155594,1555,94
6419,155598,1555,98
6420,155602,1556,2
6421,155622,1556,22
6422,155618,1556,18
6423,155634,1556,34
6424,155670,1556,70
6425,155674,1556,74
6426,155870,1558,70
6427,155806,1558,6
6428,155758,1557,58
6429,155846,1558,46
6430,155678,1556,78
6431,155654,1556,54
6432,155810,1558,10
6433,155646,1556,46
6434,155682,1556,82
6435,155694,1556,94
6436,155710,1557,10
6437,155718,1557,18
6438,155686,1556,86
6439,155866,1558,66
6440,155774,1557,74
