n,offset,x,y
1453,129020,1290,20
1454,129140,1291,40
1455,129188,1291,88
1456,129192,1291,92
1457,129224,1292,24
1458,129152,1291,52
1459,129196,1291,96
1460,129040,1290,40
1461,129072,1290,72
1462,129092,1290,92
1463,129156,1291,56
1464,129148,1291,48
1465,129076,1290,76
1466,129228,1292,28
1467,129084,1290,84
1468,129160,1291,60
1469,129216,1292,16
1470,129220,1292,20
1471,129232,1292,32
1472,129308,1293,8
1473,129268,1292,68
1474,129392,1293,92
1475,129300,1293,0
1476,129408,1294,8
1477,129364,1293,64
1478,129484,1294,84
1479,129368,1293,68
1480,129328,1293,28
1481,129372,1293,72
1482,129312,1293,12
1483,129356,1293,56
1484,129412,1294,12
1485,129352,1293,52
1486,129380,1293,80
1487,129396,1293,96
1488,129400,1294,0
1489,129436,1294,36
1490,129288,1292,88
1491,129376,1293,76
1492,129384,1293,84
1493,129416,1294,16
1494,129284,1292,84
1495,129464,1294,64
1496,129468,1294,68
1497,129272,1292,72
1498,129292,1292,92
1499,129332,1293,32
1500,129340,1293,40
1501,129336,1293,36
1502,129472,1294,72
1503,129476,1294,76
1504,129260,1292,60
1505,129348,1293,48
1506,129404,1294,4
1507,129420,1294,20
1508,129304,1293,4
1509,129492,1294,92
1510,129360,1293,60
1511,129316,1293,16
1512,129456,1294,56
1513,129460,1294,60
1514,129320,1293,20
1515,129500,1295,0
1516,129452,1294,52
1517,129432,1294,32
1518,129488,1294,88
1519,129264,1292,64
1520,129480,1294,80
1521,129296,1292,96
1522,129428,1294,28
1523,129388,1293,88
1524,129424,1294,24
1525,129248,1292,48
1526,129440,1294,40
1527,129496,1294,96
1528,129252,1292,52
1529,129276,1292,76
1530,129324,1293,24
1531,129256,1292,56
1532,129444,1294,44
1533,129344,1293,44
1534,129448,1294,48
1535,129280,1292,80
1536,130142,1301,42
1537,130070,1300,70
1538,130126,1301,26
1539,130166,1301,66
1540,130046,1300,46
1541,130242,1302,42
1542,130034,1300,34
1543,130238,1302,38
1544,130026,1300,26
1545,130170,1301,70
1546,130226,1302,26
1547,130254,1302,54
1548,130206,1302,6
1549,130030,1300,30
1550,130038,1300,38
1551,130042,1300,42
1552,130174,1301,74
1553,130130,1301,30
1554,130134,1301,34
1555,130138,1301,38
1556,130062,1300,62
1557,130178,1301,78
1558,130106,1301,6
1559,130122,1301,22
1560,130190,1301,90
1561,130210,1302,10
1562,130182,1301,82
1563,130266,1302,66
1564,130214,1302,14
1565,130262,1302,62
1566,130074,1300,74
1567,130258,1302,58
1568,130082,1300,82
1569,130078,1300,78
1570,130222,1302,22
1571,130146,1301,46
1572,130270,1302,70
1573,130218,1302,18
1574,130186,1301,86
1575,130250,1302,50
1576,130050,1300,50
1577,130246,1302,46
1578,130066,1300,66
1579,130194,1301,94
1580,130086,1300,86
1581,130202,1302,2
1582,130090,1300,90
1583,130230,1302,30
1584,130118,1301,18
1585,130054,1300,54
1586,130198,1301,98
1587,130058,1300,58
1588,130018,1300,18
1589,130150,1301,50
1590,130154,1301,54
1591,130094,1300,94
1592,130022,1300,22
1593,130114,1301,14
1594,130234,1302,34
1595,130098,1300,98
1596,130102,1301,2
1597,130110,1301,10
1598,130158,1301,58
1599,130162,1301,62
1600,130454,1304,54
1601,130446,1304,46
1602,130330,1303,30
1603,130390,1303,90
1604,130418,1304,18
1605,130318,1303,18
1606,130302,1303,2
1607,130526,1305,26
1608,130274,1302,74
1609,130278,1302,78
1610,130430,1304,30
1611,130434,1304,34
1612,130342,1303,42
1613,130322,1303,22
1614,130386,1303,86
1615,130522,1305,22
1616,130282,1302,82
1617,130286,1302,86
1618,130458,1304,58
1619,130438,1304,38
1620,130346,1303,46
1621,130378,1303,78
1622,130442,1304,42
1623,130358,1303,58
1624,130382,1303,82
1625,130362,1303,62
1626,130494,1304,94
1627,130370,1303,70
1628,130450,1304,50
1629,130350,1303,50
1630,130414,1304,14
1631,130470,1304,70
1632,130314,1303,14
1633,130366,1303,66
1634,130462,1304,62
1635,130354,1303,54
1636,130474,1304,74
1637,130394,1303,94
1638,130478,1304,78
1639,130482,1304,82
1640,130506,1305,6
1641,130290,1302,90
1642,130374,1303,74
1643,130466,1304,66
1644,130398,1303,98
1645,130294,1302,94
1646,130514,1305,14
1647,130486,1304,86
1648,130326,1303,26
1649,130306,1303,6
1650,130298,1302,98
1651,130490,1304,90
1652,130310,1303,10
1653,130334,1303,34
1654,130338,1303,38
1655,130402,1304,2
1656,130406,1304,6
1657,130410,1304,10
1658,130498,1304,98
1659,130422,1304,22
1660,130426,1304,26
1661,130502,1305,2
1662,130510,1305,10
1663,130518,1305,18
1664,130590,1305,90
1665,130694,1306,94
1666,130722,1307,22
1667,130594,1305,94
1668,130558,1305,58
1669,130634,1306,34
1670,130702,1307,2
1671,130530,1305,30
1672,130562,1305,62
1673,130638,1306,38
1674,130738,1307,38
1675,130582,1305,82
1676,130650,1306,50
1677,130614,1306,14
1678,130566,1305,66
1679,130726,1307,26
1680,130742,1307,42
1681,130710,1307,10
1682,130654,1306,54
1683,130598,1305,98
1684,130546,1305,46
1685,130734,1307,34
1686,130618,1306,18
1687,130602,1306,2
1688,130574,1305,74
1689,130714,1307,14
1690,130766,1307,66
1691,130706,1307,6
1692,130586,1305,86
1693,130534,1305,34
1694,130542,1305,42
1695,130538,1305,38
1696,130666,1306,66
1697,130554,1305,54
1698,130646,1306,46
1699,130686,1306,86
1700,130550,1305,50
1701,130570,1305,70
1702,130578,1305,78
1703,130622,1306,22
1704,130718,1307,18
1705,130606,1306,6
1706,130610,1306,10
1707,130626,1306,26
1708,130630,1306,30
1709,130642,1306,42
1710,130662,1306,62
1711,130690,1306,90
1712,130750,1307,50
1713,130658,1306,58
1714,130670,1306,70
1715,130730,1307,30
1716,130674,1306,74
1717,130762,1307,62
1718,130678,1306,78
1719,130682,1306,82
1720,130746,1307,46
1721,130754,1307,54
1722,130758,1307,58
1723,130698,1306,98
1724,129906,1299,6
1725,129814,1298,14
1726,129922,1299,22
1727,129878,1298,78
1728,129998,1299,98
1729,129882,1298,82
1730,129842,1298,42
1731,129886,1298,86
1732,129822,1298,22
1733,129870,1298,70
1734,129926,1299,26
1735,129866,1298,66
1736,129894,1298,94
1737,129910,1299,10
1738,129914,1299,14
1739,129950,1299,50
1740,129802,1298,2
1741,129890,1298,90
1742,129898,1298,98
1743,129930,1299,30
1744,129798,1297,98
1745,129978,1299,78
1746,129982,1299,82
1747,129786,1297,86
1748,129806,1298,6
1749,129846,1298,46
1750,129854,1298,54
1751,129850,1298,50
1752,129986,1299,86
1753,129990,1299,90
1754,129774,1297,74
1755,129862,1298,62
1756,129918,1299,18
1757,129934,1299,34
1758,129818,1298,18
1759,130006,1300,6
1760,129874,1298,74
1761,129826,1298,26
1762,129970,1299,70
1763,129974,1299,74
1764,129830,1298,30
1765,130014,1300,14
1766,129966,1299,66
1767,129946,1299,46
1768,130002,1300,2
1769,129778,1297,78
1770,129994,1299,94
1771,129810,1298,10
1772,129942,1299,42
1773,129902,1299,2
1774,129938,1299,38
1775,129762,1297,62
1776,129954,1299,54
1777,130010,1300,10
1778,129766,1297,66
1779,129782,1297,82
1780,129958,1299,58
1781,129790,1297,90
1782,129834,1298,34
1783,129962,1299,62
1784,129770,1297,70
1785,129794,1297,94
1786,129838,1298,38
1787,129858,1298,58
1788,130884,1308,84
1789,130952,1309,52
1790,130836,1308,36
1791,130980,1309,80
1792,130796,1307,96
1793,130920,1309,20
1794,130968,1309,68
1795,130940,1309,40
1796,130996,1309,96
1797,131024,1310,24
1798,130976,1309,76
1799,130800,1308,0
1800,130804,1308,4
1801,130808,1308,8
1802,130944,1309,44
1803,130896,1308,96
1804,130904,1309,4
1805,130908,1309,8
1806,130832,1308,32
1807,130936,1309,36
1808,130876,1308,76
1809,130892,1308,92
1810,130960,1309,60
1811,130984,1309,84
1812,130948,1309,48
1813,131036,1310,36
1814,130988,1309,88
1815,131032,1310,32
1816,130844,1308,44
1817,131028,1310,28
1818,130852,1308,52
1819,130848,1308,48
1820,130992,1309,92
1821,130900,1309,0
1822,131040,1310,40
1823,131000,1310,0
1824,130956,1309,56
1825,131020,1310,20
1826,130820,1308,20
1827,131012,1310,12
1828,130840,1308,40
1829,130964,1309,64
1830,130856,1308,56
1831,130972,1309,72
1832,130860,1308,60
1833,131004,1310,4
1834,130888,1308,88
1835,130812,1308,12
1836,131008,1310,8
1837,130816,1308,16
1838,130788,1307,88
1839,130912,1309,12
1840,130916,1309,16
1841,130864,1308,64
1842,130792,1307,92
1843,130924,1309,24
1844,131016,1310,16
1845,130824,1308,24
1846,130828,1308,28
1847,130868,1308,68
1848,130872,1308,72
1849,130880,1308,80
1850,130928,1309,28
1851,130932,1309,32
1852,131100,1311,0
1853,131160,1311,60
1854,131188,1311,88
1855,131088,1310,88
1856,131072,1310,72
1857,131296,1312,96
1858,131044,1310,44
1859,131048,1310,48
1860,131200,1312,0
1861,131204,1312,4
1862,131112,1311,12
1863,131092,1310,92
1864,131156,1311,56
1865,131292,1312,92
1866,131052,1310,52
1867,131056,1310,56
1868,131224,1312,24
1869,131208,1312,8
1870,131116,1311,16
1871,131148,1311,48
1872,131212,1312,12
1873,131128,1311,28
1874,131152,1311,52
1875,131132,1311,32
1876,131264,1312,64
1877,131140,1311,40
1878,131220,1312,20
1879,131120,1311,20
1880,131184,1311,84
1881,131240,1312,40
1882,131084,1310,84
1883,131136,1311,36
1884,131216,1312,16
1885,131124,1311,24
1886,131244,1312,44
1887,131164,1311,64
1888,131248,1312,48
1889,131252,1312,52
1890,131276,1312,76
1891,131060,1310,60
1892,131144,1311,44
1893,131228,1312,28
1894,131168,1311,68
1895,131064,1310,64
1896,131284,1312,84
1897,131232,1312,32
1898,131096,1310,96
1899,131076,1310,76
1900,131068,1310,68
1901,131236,1312,36
1902,131080,1310,80
1903,131104,1311,4
1904,131108,1311,8
1905,131172,1311,72
1906,131176,1311,76
1907,131180,1311,80
1908,131268,1312,68
1909,131192,1311,92
1910,131196,1311,96
1911,131256,1312,56
1912,131260,1312,60
1913,131272,1312,72
1914,131280,1312,80
1915,131288,1312,88
1916,131508,1315,8
1917,131364,1313,64
1918,131332,1313,32
1919,131408,1314,8
1920,131484,1314,84
1921,131300,1313,0
1922,131336,1313,36
1923,131404,1314,4
1924,131520,1315,20
1925,131352,1313,52
1926,131424,1314,24
1927,131384,1313,84
1928,131328,1313,28
1929,131504,1315,4
1930,131516,1315,16
1931,131412,1314,12
1932,131452,1314,52
1933,131376,1313,76
1934,131548,1315,48
1935,131472,1314,72
1936,131380,1313,80
1937,131428,1314,28
1938,131360,1313,60
1939,131416,1314,16
1940,131464,1314,64
1941,131420,1314,20
1942,131432,1314,32
1943,131448,1314,48
1944,131456,1314,56
1945,131488,1314,88
1946,131340,1313,40
1947,131436,1314,36
1948,131440,1314,40
1949,131468,1314,68
1950,131344,1313,44
1951,131524,1315,24
1952,131528,1315,28
1953,131324,1313,24
1954,131348,1313,48
1955,131388,1313,88
1956,131392,1313,92
1957,131396,1313,96
1958,131532,1315,32
1959,131536,1315,36
1960,131312,1313,12
1961,131400,1314,0
1962,131460,1314,60
1963,131476,1314,76
1964,131356,1313,56
1965,131544,1315,44
1966,131444,1314,44
1967,131368,1313,68
1968,131512,1315,12
1969,131540,1315,40
1970,131372,1313,72
1971,131552,1315,52
1972,131304,1313,4
1973,131492,1314,92
1974,131308,1313,8
1975,131316,1313,16
1976,131320,1313,20
1977,131480,1314,80
1978,131496,1314,96
1979,131500,1315,0
1980,131704,1317,4
1981,131556,1315,56
1982,131736,1317,36
1983,131752,1317,52
1984,131788,1317,88
1985,131576,1315,76
1986,131692,1316,92
1987,131580,1315,80
1988,131592,1315,92
1989,131732,1317,32
1990,131780,1317,80
1991,131708,1317,8
1992,131680,1316,80
1993,131676,1316,76
1994,131716,1317,16
1995,131648,1316,48
1996,131712,1317,12
1997,131604,1316,4
1998,131740,1317,40
1999,131568,1315,68
2000,131684,1316,84
2001,131728,1317,28
2002,131700,1317,0
2003,131756,1317,56
2004,131784,1317,84
2005,131744,1317,44
2006,131572,1315,72
2007,131584,1315,84
2008,131588,1315,88
2009,131720,1317,20
2010,131660,1316,60
2011,131668,1316,68
2012,131672,1316,72
2013,131608,1316,8
2014,131696,1316,96
2015,131644,1316,44
2016,131656,1316,56
2017,131724,1317,24
2018,131748,1317,48
2019,131760,1317,60
2020,131792,1317,92
2021,131764,1317,64
2022,131560,1315,60
2023,131616,1316,16
2024,131564,1315,64
2025,131664,1316,64
2026,131652,1316,52
2027,131596,1315,96
2028,131768,1317,68
2029,131600,1316,0
2030,131612,1316,12
2031,131776,1317,76
2032,131620,1316,20
2033,131688,1316,88
2034,131624,1316,24
2035,131772,1317,72
2036,131628,1316,28
2037,131632,1316,32
2038,131636,1316,36
2039,131640,1316,40
2040,132774,1327,74
2041,132606,1326,6
2042,132738,1327,38
2043,132602,1326,2
2044,132822,1328,22
2045,132702,1327,2
2046,132686,1326,86
2047,132630,1326,30
2048,132586,1325,86
2049,132682,1326,82
2050,132778,1327,78
2051,132838,1328,38
2052,132782,1327,82
2053,132830,1328,30
2054,132634,1326,34
2055,132794,1327,94
2056,132766,1327,66
2057,132758,1327,58
2058,132642,1326,42
2059,132706,1327,6
2060,132730,1327,30
2061,132638,1326,38
2062,132614,1326,14
2063,132590,1325,90
2064,132594,1325,94
2065,132598,1325,98
2066,132742,1327,42
2067,132746,1327,46
2068,132654,1326,54
2069,132646,1326,46
2070,132698,1326,98
2071,132834,1328,34
2072,132610,1326,10
2073,132618,1326,18
2074,132770,1327,70
2075,132750,1327,50
2076,132658,1326,58
2077,132690,1326,90
2078,132754,1327,54
2079,132670,1326,70
2080,132694,1326,94
2081,132674,1326,74
2082,132806,1328,6
2083,132710,1327,10
2084,132762,1327,62
2085,132662,1326,62
2086,132726,1327,26
2087,132786,1327,86
2088,132626,1326,26
2089,132678,1326,78
2090,132790,1327,90
2091,132666,1326,66
2092,132798,1327,98
2093,132714,1327,14
2094,132802,1328,2
2095,132810,1328,10
2096,132818,1328,18
2097,132622,1326,22
2098,132718,1327,18
2099,132814,1328,14
2100,132722,1327,22
2101,132650,1326,50
2102,132826,1328,26
2103,132734,1327,34
2104,132890,1328,90
2105,132874,1328,74
2106,132850,1328,50
2107,133002,1330,2
2108,132842,1328,42
2109,132878,1328,78
2110,132894,1328,94
2111,132906,1329,6
2112,132914,1329,14
2113,132882,1328,82
2114,133062,1330,62
2115,132970,1329,70
2116,132954,1329,54
2117,132974,1329,74
2118,132886,1328,86
2119,132938,1329,38
2120,132910,1329,10
2121,133018,1330,18
2122,133050,1330,50
2123,132918,1329,18
2124,132898,1328,98
2125,132950,1329,50
2126,133026,1330,26
2127,132846,1328,46
2128,132902,1329,2
2129,132946,1329,46
2130,133066,1330,66
2131,132922,1329,22
2132,132966,1329,66
2133,132926,1329,26
2134,132870,1328,70
2135,133046,1330,46
2136,133058,1330,58
2137,132958,1329,58
2138,132994,1329,94
2139,132930,1329,30
2140,133090,1330,90
2141,133014,1330,14
2142,133030,1330,30
2143,132978,1329,78
2144,132934,1329,34
2145,132858,1328,58
2146,133070,1330,70
2147,132942,1329,42
2148,132962,1329,62
2149,132982,1329,82
2150,133034,1330,34
2151,133094,1330,94
2152,133022,1330,22
2153,132986,1329,86
2154,132854,1328,54
2155,132862,1328,62
2156,132866,1328,66
2157,132990,1329,90
2158,132998,1329,98
2159,133006,1330,6
2160,133010,1330,10
2161,133038,1330,38
2162,133054,1330,54
2163,133086,1330,86
2164,133042,1330,42
2165,133074,1330,74
2166,133078,1330,78
2167,133082,1330,82
2168,133330,1333,30
2169,133258,1332,58
2170,133270,1332,70
2171,133106,1331,6
2172,133134,1331,34
2173,133198,1331,98
2174,133262,1332,62
2175,133234,1332,34
2176,133142,1331,42
2177,133334,1333,34
2178,133190,1331,90
2179,133202,1332,2
2180,133306,1333,6
2181,133138,1331,38
2182,133110,1331,10
2183,133158,1331,58
2184,133118,1331,18
2185,133242,1332,42
2186,133150,1331,50
2187,133266,1332,66
2188,133214,1332,14
2189,133338,1333,38
2190,133218,1332,18
2191,133278,1332,78
2192,133166,1331,66
2193,133342,1333,42
2194,133186,1331,86
2195,133114,1331,14
2196,133146,1331,46
2197,133286,1332,86
2198,133122,1331,22
2199,133250,1332,50
2200,133126,1331,26
2201,133346,1333,46
2202,133222,1332,22
2203,133206,1332,6
2204,133154,1331,54
2205,133098,1330,98
2206,133194,1331,94
2207,133290,1332,90
2208,133350,1333,50
2209,133294,1332,94
2210,133102,1331,2
2211,133162,1331,62
2212,133310,1333,10
2213,133282,1332,82
2214,133274,1332,74
2215,133170,1331,70
2216,133226,1332,26
2217,133246,1332,46
2218,133174,1331,74
2219,133130,1331,30
2220,133178,1331,78
2221,133182,1331,82
2222,133210,1332,10
2223,133254,1332,54
2224,133298,1332,98
2225,133230,1332,30
2226,133238,1332,38
2227,133302,1333,2
2228,133314,1333,14
2229,133318,1333,18
2230,133322,1333,22
2231,133326,1333,26
2232,133518,1335,18
2233,133422,1334,22
2234,133458,1334,58
2235,133514,1335,14
2236,133438,1334,38
2237,133462,1334,62
2238,133442,1334,42
2239,133574,1335,74
2240,133450,1334,50
2241,133530,1335,30
2242,133426,1334,26
2243,133494,1334,94
2244,133550,1335,50
2245,133394,1333,94
2246,133446,1334,46
2247,133522,1335,22
2248,133430,1334,30
2249,133554,1335,54
2250,133470,1334,70
2251,133558,1335,58
2252,133562,1335,62
2253,133586,1335,86
2254,133366,1333,66
2255,133454,1334,54
2256,133526,1335,26
2257,133474,1334,74
2258,133606,1336,6
2259,133594,1335,94
2260,133534,1335,34
2261,133402,1334,2
2262,133386,1333,86
2263,133362,1333,62
2264,133538,1335,38
2265,133354,1333,54
2266,133390,1333,90
2267,133406,1334,6
2268,133418,1334,18
2269,133434,1334,34
2270,133398,1333,98
2271,133578,1335,78
2272,133482,1334,82
2273,133466,1334,66
2274,133486,1334,86
2275,133410,1334,10
2276,133478,1334,78
2277,133490,1334,90
2278,133542,1335,42
2279,133566,1335,66
2280,133498,1334,98
2281,133414,1334,14
2282,133502,1335,2
2283,133546,1335,46
2284,133358,1333,58
2285,133506,1335,6
2286,133510,1335,10
2287,133582,1335,82
2288,133570,1335,70
2289,133590,1335,90
2290,133598,1335,98
2291,133382,1333,82
2292,133602,1336,2
2293,133370,1333,70
2294,133374,1333,74
2295,133378,1333,78
2296,133678,1336,78
2297,133838,1338,38
2298,133766,1337,66
2299,133782,1337,82
2300,133722,1337,22
2301,133674,1336,74
2302,133622,1336,22
2303,133810,1338,10
2304,133690,1336,90
2305,133662,1336,62
2306,133650,1336,50
2307,133786,1337,86
2308,133842,1338,42
2309,133774,1337,74
2310,133658,1336,58
2311,133610,1336,10
2312,133618,1336,18
2313,133614,1336,14
2314,133742,1337,42
2315,133630,1336,30
2316,133726,1337,26
2317,133758,1337,58
2318,133626,1336,26
2319,133830,1338,30
2320,133634,1336,34
2321,133654,1336,54
2322,133738,1337,38
2323,133806,1338,6
2324,133794,1337,94
2325,133638,1336,38
2326,133790,1337,90
2327,133798,1337,98
2328,133646,1336,46
2329,133682,1336,82
2330,133734,1337,34
2331,133802,1338,2
2332,133770,1337,70
2333,133686,1336,86
2334,133642,1336,42
2335,133750,1337,50
2336,133762,1337,62
2337,133666,1336,66
2338,133702,1337,2
2339,133694,1336,94
2340,133730,1337,30
2341,133698,1336,98
2342,133814,1338,14
2343,133718,1337,18
2344,133818,1338,18
2345,133778,1337,78
2346,133670,1336,70
2347,133822,1338,22
2348,133826,1338,26
2349,133834,1338,34
2350,133706,1337,6
2351,133710,1337,10
2352,133714,1337,14
2353,133746,1337,46
2354,133754,1337,54
2355,131966,1319,66
2356,131970,1319,70
2357,132006,1320,6
2358,131858,1318,58
2359,131934,1319,34
2360,131954,1319,54
2361,131982,1319,82
2362,131854,1318,54
2363,132034,1320,34
2364,132038,1320,38
2365,131842,1318,42
2366,131862,1318,62
2367,131898,1318,98
2368,131910,1319,10
2369,131902,1319,2
2370,132042,1320,42
2371,132046,1320,46
2372,131830,1318,30
2373,131918,1319,18
2374,131974,1319,74
2375,131978,1319,78
2376,131874,1318,74
2377,132062,1320,62
2378,131926,1319,26
2379,131882,1318,82
2380,132026,1320,26
2381,132030,1320,30
2382,131878,1318,78
2383,132070,1320,70
2384,132022,1320,22
2385,132002,1320,2
2386,132054,1320,54
2387,131834,1318,34
2388,132050,1320,50
2389,131866,1318,66
2390,131998,1319,98
2391,131938,1319,38
2392,131986,1319,86
2393,131818,1318,18
2394,132010,1320,10
2395,132058,1320,58
2396,132066,1320,66
2397,131838,1318,38
2398,131962,1319,62
2399,131846,1318,46
2400,131870,1318,70
2401,132014,1320,14
2402,131822,1318,22
2403,131990,1319,90
2404,131946,1319,46
2405,131942,1319,42
2406,131994,1319,94
2407,131914,1319,14
2408,132018,1320,18
2409,131886,1318,86
2410,131826,1318,26
2411,131850,1318,50
2412,131950,1319,50
2413,131890,1318,90
2414,131894,1318,94
2415,131906,1319,6
2416,131922,1319,22
2417,131930,1319,30
2418,131958,1319,58
2419,132086,1320,86
2420,132082,1320,82
2421,132226,1322,26
2422,132182,1321,82
2423,132190,1321,90
2424,132194,1321,94
2425,132118,1321,18
2426,132222,1322,22
2427,132162,1321,62
2428,132178,1321,78
2429,132246,1322,46
2430,132266,1322,66
2431,132230,1322,30
2432,132322,1323,22
2433,132270,1322,70
2434,132318,1323,18
2435,132130,1321,30
2436,132310,1323,10
2437,132138,1321,38
2438,132134,1321,34
2439,132278,1322,78
2440,132186,1321,86
2441,132326,1323,26
2442,132274,1322,74
2443,132242,1322,42
2444,132306,1323,6
2445,132106,1321,6
2446,132102,1321,2
2447,132254,1322,54
2448,132142,1321,42
2449,132314,1323,14
2450,132166,1321,66
2451,132090,1320,90
2452,132110,1321,10
2453,132262,1322,62
2454,132094,1320,94
2455,132234,1322,34
2456,132098,1320,98
2457,132074,1320,74
2458,132198,1321,98
2459,132174,1321,74
2460,132122,1321,22
2461,132078,1320,78
2462,132170,1321,70
2463,132282,1322,82
2464,132114,1321,14
2465,132286,1322,86
2466,132126,1321,26
2467,132146,1321,46
2468,132290,1322,90
2469,132258,1322,58
2470,132250,1322,50
2471,132150,1321,50
2472,132202,1322,2
2473,132218,1322,18
2474,132154,1321,54
2475,132158,1321,58
2476,132206,1322,6
2477,132210,1322,10
2478,132214,1322,14
2479,132238,1322,38
2480,132294,1322,94
2481,132298,1322,98
2482,132302,1323,2
2483,132442,1324,42
2484,132578,1325,78
2485,132334,1323,34
2486,132338,1323,38
2487,132510,1325,10
2488,132494,1324,94
2489,132398,1323,98
2490,132434,1324,34
2491,132490,1324,90
2492,132414,1324,14
2493,132438,1324,38
2494,132418,1324,18
2495,132550,1325,50
2496,132426,1324,26
2497,132506,1325,6
2498,132402,1324,2
2499,132470,1324,70
2500,132526,1325,26
2501,132370,1323,70
2502,132422,1324,22
2503,132498,1324,98
2504,132406,1324,6
2505,132530,1325,30
2506,132446,1324,46
2507,132534,1325,34
2508,132538,1325,38
2509,132562,1325,62
2510,132342,1323,42
2511,132430,1324,30
2512,132502,1325,2
2513,132450,1324,50
2514,132582,1325,82
2515,132570,1325,70
2516,132514,1325,14
2517,132378,1323,78
2518,132362,1323,62
2519,132346,1323,46
2520,132518,1325,18
2521,132330,1323,30
2522,132366,1323,66
2523,132382,1323,82
2524,132394,1323,94
2525,132410,1324,10
